"VEHICLE_HAL_ID";"VEHICLE_MODEL_TYPE";"VEHICLE_MANUFACTURER_NAME";"VEHICLE_MODEL_NAME";"VEHICLE_TYPE_NAME";"VIN";"REGISTRATION_PLATE";"SERIAL_NUMBER";"KW";"FUEL_TYPE_NAME";"OWNERSHIP_TYPE";"CAPACITY_AMOUNT";"ACCESS_CONTROL_COMPONENT_TYPE";"COMPANY";"COMPANY_GROUP"
"116670";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"6694";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"116690";"Fahrrad";"Biketec";"Konrad-Look";"Konrad";"";"";"6714";"";"";"Kauf";"";"CAB 2.0";"Konrad";"Call a Bike"
"116738";"Fahrrad";"Biketec";"Konrad-Look";"Konrad";"";"";"6762";"";"";"Kauf";"";"CAB 2.0";"Konrad";"Call a Bike"
"116862";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"6886";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"115866";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5890";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"120165";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"8814";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"120174";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"8823";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"120201";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"8850";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"120321";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"8970";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"116741";"Fahrrad";"Biketec";"Konrad-Look";"Konrad";"";"";"6765";"";"";"Kauf";"";"CAB 2.0";"Konrad";"Call a Bike"
"116746";"Fahrrad";"Biketec";"Konrad-Look";"Konrad";"";"";"6770";"";"";"Kauf";"";"CAB 2.0";"Konrad";"Call a Bike"
"116868";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"6892";"";"";"Kauf";"";"CAB 2.0";"Call a Bike";"Call a Bike"
"107239";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1240";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107265";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1266";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107238";"Fahrrad";"Biketec";"Konrad-Look";"Konrad";"";"";"1239";"";"";"Kauf";"";"CAB 2.0";"Konrad";"Call a Bike"
"107256";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1257";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107267";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1268";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107270";"Fahrrad";"Biketec";"Konrad-Look";"Konrad";"";"";"1271";"";"";"Kauf";"";"CAB 2.0";"Konrad";"Call a Bike"
"107412";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1413";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"116716";"Fahrrad";"Biketec";"Konrad-Look";"Konrad";"";"";"6740";"";"";"Kauf";"";"CAB 2.0";"Konrad";"Call a Bike"
"116728";"Fahrrad";"Biketec";"Konrad-Look";"Konrad";"";"";"6752";"";"";"Kauf";"";"CAB 2.0";"Konrad";"Call a Bike"
"116729";"Fahrrad";"Biketec";"Konrad-Look";"Konrad";"";"";"6753";"";"";"Kauf";"";"CAB 2.0";"Konrad";"Call a Bike"
"116851";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"6875";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107244";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1245";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"143447";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"9565";"";"";"Kauf";"";"CAB 4.0";"Call a Bike";"Call a Bike"
"143589";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"9707";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"116724";"Fahrrad";"Biketec";"Konrad-Look";"Konrad";"";"";"6748";"";"";"Kauf";"";"CAB 2.0";"Konrad";"Call a Bike"
"116730";"Fahrrad";"Biketec";"Konrad-Look";"Konrad";"";"";"6754";"";"";"Kauf";"";"CAB 2.0";"Konrad";"Call a Bike"
"116736";"Fahrrad";"Biketec";"Konrad-Look";"Konrad";"";"";"6760";"";"";"Kauf";"";"CAB 2.0";"Konrad";"Call a Bike"
"115684";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5708";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115858";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5882";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107189";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1190";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107232";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1233";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115876";"Fahrrad";"Biketec";"Konrad-Look";"Konrad";"";"";"5900";"";"";"Kauf";"";"CAB 2.0";"Konrad";"Call a Bike"
"115891";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5915";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115892";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5916";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115896";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5920";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115725";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5749";"";"";"Kauf";"";"CAB 1.0";"Call a Bike";"Call a Bike"
"116691";"Fahrrad";"Biketec";"Konrad-Look";"Konrad";"";"";"6715";"";"";"Kauf";"";"CAB 2.0";"Konrad";"Call a Bike"
"116696";"Fahrrad";"Biketec";"Konrad-Look";"Konrad";"";"";"6720";"";"";"Kauf";"";"CAB 2.0";"Konrad";"Call a Bike"
"116700";"Fahrrad";"Biketec";"Konrad-Look";"Konrad";"";"";"6724";"";"";"Kauf";"";"CAB 2.0";"Konrad";"Call a Bike"
"116708";"Fahrrad";"Biketec";"Konrad-Look";"Konrad";"";"";"6732";"";"";"Kauf";"";"CAB 2.0";"Konrad";"Call a Bike"
"107250";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1251";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107269";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1270";"";"";"Kauf";"";"CAB 4.0";"Call a Bike";"Call a Bike"
"107379";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1380";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107382";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1383";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107262";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1263";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107263";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1264";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107374";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1375";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115857";"Fahrrad";"Biketec";"Konrad-Look";"Konrad";"";"";"5881";"";"";"Kauf";"";"CAB 2.0";"Konrad";"Call a Bike"
"115854";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5878";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115855";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5879";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"143578";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"9696";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"143584";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"9702";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"120208";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"8857";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"120314";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"8963";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"120315";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"8964";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"120319";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"8968";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"115862";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5886";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115899";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5923";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115926";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5950";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115929";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5953";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107246";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1247";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107261";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1262";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"116725";"Fahrrad";"Biketec";"Konrad-Look";"Konrad";"";"";"6749";"";"";"Kauf";"";"CAB 2.0";"Konrad";"Call a Bike"
"116731";"Fahrrad";"Biketec";"Konrad-Look";"Konrad";"";"";"6755";"";"";"Kauf";"";"CAB 2.0";"Konrad";"Call a Bike"
"116853";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"6877";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"120203";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"8852";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"120316";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"8965";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"120322";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"8971";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"115736";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"5760";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"107254";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1255";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107264";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1265";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107388";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1389";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115880";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5904";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"116669";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"6693";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"116682";"Fahrrad";"Biketec";"Konrad-Look";"Konrad";"";"";"6706";"";"";"Kauf";"";"CAB 2.0";"Konrad";"Call a Bike"
"116727";"Fahrrad";"Biketec";"Konrad-Look";"Konrad";"";"";"6751";"";"";"Kauf";"";"CAB 2.0";"Konrad";"Call a Bike"
"116857";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"6881";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"116865";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"6889";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"116720";"Fahrrad";"Biketec";"Konrad-Look";"Konrad";"";"";"6744";"";"";"Kauf";"";"CAB 2.0";"Konrad";"Call a Bike"
"120191";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"8840";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"120209";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"8858";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"120211";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"8860";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"143588";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"9706";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"143600";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"9718";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"116689";"Fahrrad";"Biketec";"Konrad-Look";"Konrad";"";"";"6713";"";"";"Kauf";"";"CAB 2.0";"Konrad";"Call a Bike"
"116712";"Fahrrad";"Biketec";"Konrad-Look";"Konrad";"";"";"6736";"";"";"Kauf";"";"CAB 2.0";"Konrad";"Call a Bike"
"115739";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5763";"";"";"Kauf";"";"CAB 4.0";"Call a Bike";"Call a Bike"
"115860";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5884";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115868";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5892";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115881";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5905";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115712";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5736";"";"";"Kauf";"";"CAB 4.0";"Call a Bike";"Call a Bike"
"115864";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5888";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115883";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5907";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115913";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5937";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115900";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5924";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115907";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5931";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115910";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5934";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115917";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"5941";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"107219";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1220";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107253";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1254";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107260";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1261";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107376";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1377";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115893";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5917";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115894";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"5918";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"115897";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"5921";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"115901";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5925";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"116713";"Fahrrad";"Biketec";"Konrad-Look";"Konrad";"";"";"6737";"";"";"Kauf";"";"CAB 2.0";"Konrad";"Call a Bike"
"116715";"Fahrrad";"Biketec";"Konrad-Look";"Konrad";"";"";"6739";"";"";"Kauf";"";"CAB 2.0";"Konrad";"Call a Bike"
"116743";"Fahrrad";"Biketec";"Konrad-Look";"Konrad";"";"";"6767";"";"";"Kauf";"";"CAB 2.0";"Konrad";"Call a Bike"
"107220";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1221";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107242";"Fahrrad";"Biketec";"Konrad-Look";"Konrad";"";"";"1243";"";"";"Kauf";"";"CAB 2.0";"Konrad";"Call a Bike"
"107380";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1381";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107381";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1382";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115727";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5751";"";"";"Kauf";"";"CAB 4.0";"Call a Bike";"Call a Bike"
"115747";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5771";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107268";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1269";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107385";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1386";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107396";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1397";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107401";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1402";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115890";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5914";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115904";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5928";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107383";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1384";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107392";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1393";"";"";"Kauf";"";"CAB 4.0";"Call a Bike";"Call a Bike"
"115867";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5891";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115875";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5899";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115877";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"5901";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"107386";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1387";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107405";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1406";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107407";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1408";"";"";"Kauf";"";"CAB 4.0";"Call a Bike";"Call a Bike"
"107408";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1409";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107421";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1422";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107411";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1412";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115863";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5887";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115869";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5893";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115886";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5910";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107224";"Fahrrad";"Biketec";"Konrad-Look";"Konrad";"";"";"1225";"";"";"Kauf";"";"CAB 2.0";"Konrad";"Call a Bike"
"107389";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1390";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107390";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1391";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115888";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5912";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107425";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1426";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115905";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5929";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115908";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5932";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115933";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5957";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115903";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5927";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115906";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5930";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115911";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5935";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115914";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5938";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115918";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"5942";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"107394";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1395";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107399";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1400";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107403";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1404";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110315";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4316";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110328";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4329";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110333";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4334";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"119990";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"8639";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"115920";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5944";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115925";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5949";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115935";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5959";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"106023";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0024";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"116854";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"6878";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115887";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5911";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115928";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5952";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"106071";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0072";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107393";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1394";"";"";"Kauf";"";"CAB 4.0";"Call a Bike";"Call a Bike"
"107402";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1403";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115884";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5908";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"115939";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"5963";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
