"VEHICLE_HAL_ID";"VEHICLE_MODEL_TYPE";"VEHICLE_MANUFACTURER_NAME";"VEHICLE_MODEL_NAME";"VEHICLE_TYPE_NAME";"VIN";"REGISTRATION_PLATE";"SERIAL_NUMBER";"KW";"FUEL_TYPE_NAME";"OWNERSHIP_TYPE";"CAPACITY_AMOUNT";"ACCESS_CONTROL_COMPONENT_TYPE";"COMPANY";"COMPANY_GROUP"
"110466";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4467";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110471";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4472";"";"";"Kauf";"";"CAB 4.0";"Call a Bike";"Call a Bike"
"110574";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4575";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110581";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"4582";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"110588";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4589";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110596";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4597";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110602";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4603";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110605";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4606";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"106792";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0793";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"106819";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0820";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"106824";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0825";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"106828";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0829";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"106785";"Fahrrad";"Biketec";"Konrad-Look";"Konrad";"";"";"0786";"";"";"Kauf";"";"CAB 2.0";"Konrad";"Call a Bike"
"106788";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0789";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"106798";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"0799";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"110117";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4118";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110119";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4120";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110132";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4133";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110137";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4138";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"106807";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0808";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"106830";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0831";"";"";"Kauf";"";"CAB 4.0";"Call a Bike";"Call a Bike"
"106840";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0841";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"106841";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0842";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"106842";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0843";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110467";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4468";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110468";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4469";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110627";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4628";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110630";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4631";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"106790";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0791";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"106811";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0812";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"106817";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0818";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"106844";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0845";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"106845";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0846";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"106847";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0848";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"106860";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0861";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"106866";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0867";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107941";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1942";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107943";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1944";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107956";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1957";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107963";"Fahrrad";"Biketec";"Konrad-Look";"Konrad";"";"";"1964";"";"";"Kauf";"";"CAB 2.0";"Konrad";"Call a Bike"
"106780";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"0781";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"106784";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"0785";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"106786";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"0787";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"106789";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0790";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"106791";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0792";"";"";"Kauf";"";"CAB 4.0";"Call a Bike";"Call a Bike"
"106794";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"0795";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"106808";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0809";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"106836";"Fahrrad";"Biketec";"Konrad-Look";"Konrad";"";"";"0837";"";"";"Kauf";"";"CAB 2.0";"Konrad";"Call a Bike"
"110598";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"4599";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"110599";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4600";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110606";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4607";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110616";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4617";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110576";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4577";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110580";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4581";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110593";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"4594";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"110603";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4604";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110141";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4142";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110149";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"4150";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"110157";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4158";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110165";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4166";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"106810";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0811";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"106833";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0834";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"106843";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0844";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110578";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4579";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107920";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1921";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107921";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1922";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107925";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1926";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107931";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1932";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110586";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4587";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110618";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"4619";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"110620";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4621";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107917";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1918";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107918";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1919";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107951";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1952";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"116500";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"6524";"";"";"Kauf";"";"CAB 4.0";"Call a Bike";"Call a Bike"
"116502";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"6526";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"110122";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4123";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110131";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"4132";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"110139";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4140";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110160";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4161";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"106787";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0788";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"106805";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0806";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"106813";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0814";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110582";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4583";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"106781";"Fahrrad";"Biketec";"Konrad-Look";"Konrad";"";"";"0782";"";"";"Kauf";"";"CAB 2.0";"Konrad";"Call a Bike"
"106797";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0798";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"106809";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0810";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110591";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4592";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110469";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4470";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110472";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4473";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110583";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4584";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110595";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4596";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"106782";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0783";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"106802";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0803";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"106815";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0816";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110589";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4590";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110579";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4580";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110584";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4585";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110587";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4588";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"108520";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"2521";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"110613";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4614";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110629";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"4630";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"106795";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0796";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"106834";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0835";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110601";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4602";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110639";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4640";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110642";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4643";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"108526";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"2527";"";"";"Kauf";"";"CAB 4.0";"Call a Bike";"Call a Bike"
"106848";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0849";"";"";"Kauf";"";"CAB 4.0";"Call a Bike";"Call a Bike"
"106851";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0852";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"108528";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"2529";"";"";"Kauf";"";"CAB 4.0";"Call a Bike";"Call a Bike"
"108530";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"2531";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"108538";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"2539";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"108539";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"2540";"";"";"Kauf";"";"CAB 4.0";"Call a Bike";"Call a Bike"
"107926";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1927";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107935";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1936";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107922";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1923";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107933";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1934";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107949";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1950";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"106852";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0853";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110590";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4591";"";"";"Kauf";"";"CAB 4.0";"Call a Bike";"Call a Bike"
"110597";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"4598";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"110600";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4601";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"108532";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"2533";"";"";"Kauf";"";"CAB 4.0";"Call a Bike";"Call a Bike"
"110604";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4605";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110611";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4612";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110623";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4624";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110124";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4125";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110585";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"4586";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"110610";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4611";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"106823";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0824";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"106826";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0827";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"108535";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"2536";"";"";"Kauf";"";"CAB 4.0";"Call a Bike";"Call a Bike"
"108560";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"2561";"";"";"Kauf";"";"CAB 4.0";"Call a Bike";"Call a Bike"
"108565";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"2566";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"108566";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"2567";"";"";"Kauf";"";"CAB 2.0";"Call a Bike";"Call a Bike"
"106806";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0807";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"106832";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0833";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"106862";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0863";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"106864";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"0865";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"108541";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"2542";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"108544";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"2545";"";"";"Kauf";"";"CAB 4.0";"Call a Bike";"Call a Bike"
"108545";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"2546";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"107936";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1937";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110129";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4130";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110135";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4136";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110138";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4139";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"108523";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"2524";"";"";"Kauf";"";"CAB 4.0";"Call a Bike";"Call a Bike"
"107950";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1951";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107953";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1954";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107957";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1958";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110121";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4122";"";"";"Kauf";"";"CAB 4.0";"Call a Bike";"Call a Bike"
"108573";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"2574";"";"";"Kauf";"";"CAB 4.0";"Call a Bike";"Call a Bike"
"108675";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"2676";"";"";"Kauf";"";"CAB 4.0";"Call a Bike";"Call a Bike"
"108676";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"2677";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"107927";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1928";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"116501";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"6525";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"116503";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"6527";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"116512";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"6536";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"108531";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"2532";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"108540";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"2541";"";"";"Kauf";"";"CAB 4.0";"Call a Bike";"Call a Bike"
"108546";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"2547";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
"107940";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1941";"";"";"Kauf";"";"CAB 4.0";"Call a Bike";"Call a Bike"
"107942";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"1943";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110615";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4616";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110635";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4636";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110650";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4651";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"110653";"Fahrrad";"Biketec";"DB-Look";"CallBike";"";"";"4654";"";"";"Kauf";"";"CAB GPRS 2.0";"Call a Bike";"Call a Bike"
"107930";"Fahrrad";"Biketec";"StadtRAD-Look";"StadtRAD";"";"";"1931";"";"";"Kauf";"";"CAB 2.0";"StadtRAD Hamburg";"Call a Bike"
